,zpid,homeType,homeStatus,daysOnZillow,priceOutlier,listPrice,streetAddress,zipcode,yearBuilt,bedrooms,bathrooms,livingAreaValue,livingAreaUnits,lotAreaValue,lotAreaUnits,zestimate,latitude,longitude,favoriteCount,pageViewCount,newConstructionType,resoFacts.associationFee,listingSubType.isForeclosure,resoFacts.isSeniorCommunity,resoFacts.propertySubType,hdpUrl,taxAssessedValue,cityId,rentZestimate,restimateHighPercent,restimateLowPercent,mortgageRates.thirtyYearFixedRate,mortgageRates.fifteenYearFixedRate,mortgageRates.arm5Rate,resoFacts.garageSpaces,resoFacts.hasAdditionalParcels,resoFacts.hasAssociation,resoFacts.hasAttachedGarage,resoFacts.hasAttachedProperty,resoFacts.hasGarage,resoFacts.hasPrivatePool,resoFacts.hasSpa,resoFacts.hasView,resoFacts.hasWaterfrontView,resoFacts.taxAnnualAmount,resoFacts.waterViewYN,price/sqft,schoolMaxRating,schoolMinDistance
496,71023176,SINGLE_FAMILY,FOR_SALE,31,0,329000.0,1780 Anchorage St NW,32907,2005,3.0,2.0,1858.0,Square Feet,10018.8,Square Feet,317900.0,28.02188,-80.72353,16.0,447.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1780-Anchorage-St-NW-Palm-Bay-FL-32907/71023176_zpid/,277690.0,53787.0,1999.0,8.0,6.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,897.0,False,177.07212055974165,5.0,0.6
497,104079063,SINGLE_FAMILY,FOR_SALE,123,0,329000.0,1281 Harper Blvd SW,32908,2023,4.0,2.0,1724.0,Square Feet,10018.8,Square Feet,317800.0,27.980843,-80.70818,15.0,136.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1281-Harper-Blvd-SW-Palm-Bay-FL-32908/104079063_zpid/,22000.0,53787.0,2099.0,5.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,432.0,False,190.8352668213457,6.0,0.8
498,104096303,SINGLE_FAMILY,FOR_SALE,83,0,329000.0,1618 Wainwright St SE,32909,2023,4.0,2.0,1724.0,Square Feet,10018.8,Square Feet,319900.0,27.94987,-80.625496,15.0,199.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1618-Wainwright-St-SE-Palm-Bay-FL-32909/104096303_zpid/,25000.0,53787.0,1975.0,6.0,7.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,544.0,False,190.8352668213457,6.0,3.1
499,2053168555,SINGLE_FAMILY,FOR_SALE,24,0,329000.0,2938 Tishman Rd SE #24,32909,2022,3.0,2.0,1520.0,Square Feet,10018.8,Square Feet,328600.0,27.92025,-80.65374,23.0,685.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2938-Tishman-Rd-SE-24-Palm-Bay-FL-32909/2053168555_zpid/,270250.0,53787.0,1994.0,6.0,6.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,False,False,0.0,False,216.44736842105263,7.0,2.0
500,104078406,SINGLE_FAMILY,FOR_SALE,118,0,329700.0,2820 Gabrysh Ave SE,32909,2023,3.0,2.0,1500.0,Square Feet,10018.8,Square Feet,320400.0,27.9235,-80.665016,35.0,547.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2820-Gabrysh-Ave-SE-Palm-Bay-FL-32909/104078406_zpid/,25000.0,53787.0,1975.0,5.0,6.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,True,True,478.0,True,219.8,7.0,1.4
501,43404750,SINGLE_FAMILY,FOR_SALE,102,0,329900.0,383 Chester Dr,32926,1964,3.0,2.0,2011.0,Square Feet,9147.6,Square Feet,312500.0,28.408628,-80.75265,43.0,976.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/383-Chester-Dr-Cocoa-FL-32926/43404750_zpid/,296590.0,10889.0,2299.0,22.0,18.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,False,False,1268.0,False,164.04773744405767,2.0,2.1
502,43407202,SINGLE_FAMILY,FOR_SALE,1,0,329900.0,2515 Stanford Dr,32926,1965,3.0,2.0,1328.0,Square Feet,8276.4,Square Feet,326700.0,28.390812,-80.75896,19.0,361.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2515-Stanford-Dr-Cocoa-FL-32926/43407202_zpid/,150300.0,10889.0,1900.0,16.0,5.0,6.54,5.855,6.978,0.0,True,False,False,False,False,False,False,False,False,855.0,False,248.41867469879517,4.0,0.7
503,43407298,SINGLE_FAMILY,FOR_SALE,10,0,329900.0,2106 Michigan Ave,32926,1966,4.0,4.0,1486.0,Square Feet,8712.0,Square Feet,318800.0,28.388847,-80.76117,55.0,924.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2106-Michigan-Ave-Cocoa-FL-32926/43407298_zpid/,160330.0,10889.0,1947.0,13.0,10.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,False,False,2593.0,False,222.00538358008075,4.0,0.8
504,43450491,SINGLE_FAMILY,FOR_SALE,10,0,329900.0,2720 King Richard Rd,32935,1964,3.0,2.0,1120.0,Square Feet,7840.8,Square Feet,329300.0,28.175417,-80.66792,93.0,1691.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2720-King-Richard-Rd-Melbourne-FL-32935/43450491_zpid/,241840.0,19307.0,1845.0,14.0,5.0,6.54,5.855,6.978,1.0,True,False,False,False,True,True,False,True,False,4332.0,False,294.55357142857144,6.0,2.4
505,43451221,SINGLE_FAMILY,FOR_SALE,55,0,329900.0,4373 Gamwell Dr,32935,1996,4.0,2.0,1440.0,Square Feet,5227.2,Square Feet,314000.0,28.177956,-80.65629,146.0,2521.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/4373-Gamwell-Dr-Melbourne-FL-32935/43451221_zpid/,242230.0,19307.0,2109.0,5.0,5.0,6.54,5.855,6.978,0.0,True,False,False,False,False,False,False,False,False,1189.0,False,229.09722222222223,6.0,2.5
506,43468453,SINGLE_FAMILY,FOR_SALE,1,0,329900.0,1461 Johnson St,32935,1962,4.0,2.0,1834.0,Square Feet,8276.4,Square Feet,325700.0,28.13063,-80.66432,24.0,263.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1461-Johnson-St-Melbourne-FL-32935/43468453_zpid/,301690.0,19307.0,2028.0,14.0,10.0,6.54,5.855,6.978,0.0,True,False,False,False,False,True,False,False,False,5266.0,False,179.88004362050162,4.0,1.0
507,43469618,SINGLE_FAMILY,FOR_SALE,32,0,329900.0,2468 Lisa Ln,32935,1965,4.0,2.0,1844.0,Square Feet,7405.2,Square Feet,329900.0,28.126314,-80.66245,154.0,1636.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2468-Lisa-Ln-Melbourne-FL-32935/43469618_zpid/,248070.0,19307.0,2149.0,12.0,12.0,6.54,5.855,6.978,0.0,True,False,False,False,False,False,False,False,False,4441.0,False,178.9045553145336,4.0,1.0
508,43483784,SINGLE_FAMILY,FOR_SALE,89,0,329900.0,1583 Heartwellville St NW,32907,1990,3.0,2.0,1688.0,Square Feet,10018.8,Square Feet,317000.0,28.020409,-80.71932,12.0,146.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1583-Heartwellville-St-NW-Palm-Bay-FL-32907/43483784_zpid/,252390.0,53787.0,1900.0,5.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,762.0,False,195.4383886255924,5.0,0.6
509,43484250,SINGLE_FAMILY,FOR_SALE,138,0,329900.0,801 Delano Ave NW,32907,2003,4.0,2.0,2088.0,Square Feet,11761.2,Square Feet,329900.0,28.017067,-80.720856,119.0,1944.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/801-Delano-Ave-NW-Palm-Bay-FL-32907/43484250_zpid/,308180.0,53787.0,2299.0,13.0,9.0,6.54,5.855,6.978,2.0,True,False,False,False,True,True,False,True,False,5282.0,False,157.99808429118775,5.0,0.9
510,43499504,SINGLE_FAMILY,FOR_SALE,10,0,329900.0,601 Posen Ct NE,32905,1984,3.0,2.0,1808.0,Square Feet,13503.6,Square Feet,329900.0,28.013794,-80.62572,120.0,2018.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/601-Posen-Ct-NE-Palm-Bay-FL-32905/43499504_zpid/,245230.0,53787.0,3053.4541188738267,100.0,5.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,True,False,1897.0,True,182.46681415929203,4.0,2.4
511,43500305,SINGLE_FAMILY,FOR_SALE,62,0,329900.0,867 Riviera Dr NE,32905,1980,3.0,2.0,1647.0,Square Feet,11761.2,Square Feet,329900.0,28.018656,-80.639084,39.0,424.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/867-Riviera-Dr-NE-Palm-Bay-FL-32905/43500305_zpid/,231140.0,53787.0,2073.0,17.0,14.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,False,False,84.0,False,200.30358227079537,4.0,2.4
512,43502043,SINGLE_FAMILY,FOR_SALE,38,0,329900.0,401 Almansa St NE,32907,1981,3.0,2.0,1638.0,Square Feet,11761.2,Square Feet,317300.0,28.004236,-80.66262,20.0,221.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/401-Almansa-St-NE-Palm-Bay-FL-32907/43502043_zpid/,233640.0,53787.0,1999.0,10.0,10.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,4411.0,False,201.4041514041514,6.0,0.9
513,43503680,SINGLE_FAMILY,FOR_SALE,67,0,329900.0,1560 Van Eck Rd NE,32907,1984,3.0,2.0,1589.0,Square Feet,11325.6,Square Feet,316400.0,28.01101,-80.626945,34.0,465.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1560-Van-Eck-Rd-NE-Palm-Bay-FL-32907/43503680_zpid/,238180.0,53787.0,1900.0,21.0,9.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,4315.0,False,207.61485210824418,6.0,2.6
514,66692829,SINGLE_FAMILY,FOR_SALE,31,0,329900.0,2250 Chinaberry Cir SE,32909,2004,3.0,2.0,1669.0,Square Feet,5662.8,Square Feet,320000.0,27.941763,-80.65359,53.0,1021.0,False,160.0,False,False,Single Family Residence,www.zillow.com/homedetails/2250-Chinaberry-Cir-SE-Palm-Bay-FL-32909/66692829_zpid/,267690.0,53787.0,2038.0,9.0,8.0,6.54,5.855,6.978,2.0,True,True,False,False,True,False,False,True,False,1304.0,True,197.663271420012,7.0,1.2
515,84636266,SINGLE_FAMILY,FOR_SALE,88,0,329900.0,880 Kimberly Rd SW,32908,2007,4.0,2.0,1518.0,Square Feet,10454.4,Square Feet,329900.0,27.918709,-80.695564,48.0,445.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/880-Kimberly-Rd-SW-Palm-Bay-FL-32908/84636266_zpid/,223780.0,53787.0,1973.0,8.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,True,False,2090.0,False,217.3254281949934,7.0,2.2
516,104079712,SINGLE_FAMILY,FOR_SALE,14,0,329900.0,3290 Westover Ave SE,32909,2024,3.0,2.0,1500.0,Square Feet,10890.0,Square Feet,317500.0,27.91111,-80.65483,49.0,570.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3290-Westover-Ave-SE-Palm-Bay-FL-32909/104079712_zpid/,25000.0,53787.0,1700.0,29.0,18.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,279.0,False,219.93333333333334,6.0,1.8
517,104101220,SINGLE_FAMILY,FOR_SALE,6,0,329900.0,372 Fifer St SE,32909,2023,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,326100.0,27.911541,-80.66388,32.0,557.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/372-Fifer-St-SE-Palm-Bay-FL-32909/104101220_zpid/,25000.0,53787.0,1937.0,5.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,2.3
518,104114275,SINGLE_FAMILY,FOR_SALE,27,0,329900.0,451 Lamkin St SW,32908,2022,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,317700.0,27.928934,-80.68262,23.0,417.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/451-Lamkin-St-SW-Palm-Bay-FL-32908/104114275_zpid/,21000.0,53787.0,1959.0,5.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,1.1
519,104121745,SINGLE_FAMILY,FOR_SALE,6,0,329900.0,415 Hallmark St SE,32909,2023,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,322800.0,27.914515,-80.66317,10.0,175.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/415-Hallmark-St-SE-Palm-Bay-FL-32909/104121745_zpid/,25000.0,53787.0,1647.0,28.0,7.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,2.1
520,104129963,SINGLE_FAMILY,FOR_SALE,33,0,329900.0,1261 Waterford St SE,32909,2023,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,321200.0,27.915316,-80.635475,14.0,226.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1261-Waterford-St-SE-Palm-Bay-FL-32909/104129963_zpid/,25000.0,53787.0,1960.0,5.0,6.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,6.0,0.8
521,104142323,SINGLE_FAMILY,FOR_SALE,30,0,329900.0,461 Gulfstream Ave NW,32907,2023,3.0,2.0,1510.0,Square Feet,10454.4,Square Feet,321200.0,28.00773,-80.7013,29.0,545.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/461-Gulfstream-Ave-NW-Palm-Bay-FL-32907/104142323_zpid/,34000.0,53787.0,1999.0,20.0,8.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,568.0,False,218.47682119205297,6.0,1.7
522,104147361,SINGLE_FAMILY,FOR_SALE,33,0,329900.0,2831 Hagdom Ave SE,32909,2023,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,321200.0,27.923336,-80.65807,8.0,146.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2831-Hagdom-Ave-SE-Palm-Bay-FL-32909/104147361_zpid/,25000.0,53787.0,1972.0,5.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,1.6
523,104149567,SINGLE_FAMILY,FOR_SALE,1,0,329900.0,435 Dryden Cir,32926,2010,3.0,2.0,1716.0,Square Feet,5662.8,Square Feet,307000.0,28.361172,-80.813484,21.0,157.0,False,42.0,False,False,Single Family Residence,www.zillow.com/homedetails/435-Dryden-Cir-Cocoa-FL-32926/104149567_zpid/,264040.0,10889.0,2199.0,7.0,10.0,6.54,5.855,6.978,2.0,True,True,False,False,True,False,False,True,False,3949.0,True,192.24941724941726,3.0,3.3
524,104149722,SINGLE_FAMILY,FOR_SALE,14,0,329900.0,3242 Westover Ave SE,32909,2024,3.0,2.0,1500.0,Square Feet,10890.0,Square Feet,317500.0,27.91243,-80.65483,20.0,270.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3242-Westover-Ave-SE-Palm-Bay-FL-32909/104149722_zpid/,25000.0,53787.0,1799.0,9.0,22.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,279.0,False,219.93333333333334,6.0,1.8
525,104154219,SINGLE_FAMILY,FOR_SALE,31,0,329900.0,3073 Oakwood Ave SE,32909,2022,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,329900.0,27.91829,-80.65225,25.0,372.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3073-Oakwood-Ave-SE-Palm-Bay-FL-32909/104154219_zpid/,25000.0,53787.0,1937.0,5.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,2.1
526,247227973,SINGLE_FAMILY,FOR_SALE,4,0,329900.0,2062 Raleigh Dr,32780,2016,3.0,2.0,1462.0,Square Feet,5662.8,Square Feet,325100.0,28.592363,-80.81282,40.0,555.0,False,139.0,False,False,Single Family Residence,www.zillow.com/homedetails/2062-Raleigh-Dr-Titusville-FL-32780/247227973_zpid/,249880.0,7433.0,1919.0,9.0,11.0,6.54,5.855,6.978,2.0,True,True,False,False,True,False,False,False,False,2113.0,False,225.64979480164158,6.0,1.6
527,338575339,SINGLE_FAMILY,FOR_SALE,6,0,329900.0,589 Hallmark St SE,32909,2023,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,322800.0,27.914509,-80.6563,14.0,217.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/589-Hallmark-St-SE-Palm-Bay-FL-32909/338575339_zpid/,25000.0,53787.0,1643.0,28.0,7.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,2.2
528,338575341,SINGLE_FAMILY,FOR_SALE,6,0,329900.0,3001 Flanders Ave SE,32909,2023,4.0,2.0,1821.0,Square Feet,10018.8,Square Feet,322300.0,27.91907,-80.67,17.0,203.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3001-Flanders-Ave-SE-Palm-Bay-FL-32909/338575341_zpid/,25000.0,53787.0,1724.0,25.0,10.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,435.0,False,181.1641954969797,7.0,1.7
529,104082869,SINGLE_FAMILY,FOR_SALE,112,0,329990.0,458 Hansare St SW,32908,2024,3.0,2.0,1550.0,Square Feet,10018.8,Square Feet,329990.0,27.953505,-80.6828,3.0,46.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/458-Hansare-St-SW-Palm-Bay-FL-32908/104082869_zpid/,22000.0,53787.0,3053.4541188738267,100.0,5.0,6.54,5.855,6.978,20.0,True,False,False,False,True,False,False,False,False,228.0,False,212.8967741935484,7.0,0.4
530,104091403,SINGLE_FAMILY,FOR_SALE,5,0,329990.0,3286 Telesca Rd SE,32909,2024,3.0,2.0,1552.0,Square Feet,10018.8,Square Feet,322600.0,27.913118,-80.63982,4.0,118.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3286-Telesca-Rd-SE-Palm-Bay-FL-32909/104091403_zpid/,25000.0,53787.0,1965.0,12.0,7.0,6.54,5.855,6.978,3.0,True,False,False,False,True,False,False,False,False,232.0,False,212.62242268041237,6.0,0.9
531,338575206,SINGLE_FAMILY,FOR_SALE,110,0,329990.0,1435 Deming Dr SE,32909,2024,3.0,2.0,1552.0,Square Feet,11761.2,Square Feet,316000.0,27.922033,-80.63017,12.0,81.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1435-Deming-Dr-SE-Palm-Bay-FL-32909/338575206_zpid/,34500.0,53787.0,1994.0,10.0,10.0,6.54,5.855,6.978,3.0,True,False,False,False,True,False,False,False,False,435.0,False,212.62242268041237,6.0,1.0
532,339804667,SINGLE_FAMILY,FOR_SALE,5,0,329990.0,1198 Savannah St SE,32909,2024,3.0,2.0,1552.0,Square Feet,10018.8,Square Feet,322600.0,27.950502,-80.63949,5.0,71.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1198-Savannah-St-SE-Palm-Bay-FL-32909/339804667_zpid/,25000.0,53787.0,1944.0,13.0,7.0,6.54,5.855,6.978,3.0,True,False,False,False,True,False,False,False,False,435.0,False,212.62242268041237,4.0,1.2
533,339806458,SINGLE_FAMILY,FOR_SALE,167,0,329990.0,6495 Topaz Dr,32949,2024,3.0,2.0,1672.0,Square Feet,7405.2,Square Feet,306900.0,27.895533,-80.52074,1.0,17.0,BUILDER_SPEC,49.0,False,False,Single Family Residence,www.zillow.com/homedetails/6495-Topaz-Dr-Grant-Valkaria-FL-32949/339806458_zpid/,50000.0,398464.0,2199.0,21.0,18.0,6.54,5.855,6.978,2.0,True,True,False,False,True,False,False,False,False,76.0,False,197.36244019138755,6.0,6.5
534,43497752,SINGLE_FAMILY,FOR_SALE,200,0,329999.0,942 Chace Ln NE,32905,1969,3.0,4.0,1690.0,Square Feet,10018.8,Square Feet,311700.0,28.019691,-80.587814,60.0,782.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/942-Chace-Ln-NE-Palm-Bay-FL-32905/43497752_zpid/,264290.0,53787.0,1931.0,29.0,7.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,False,False,2590.0,False,195.26568047337278,3.0,2.7
535,43375660,SINGLE_FAMILY,FOR_SALE,61,0,330000.0,580 Gardenia Cir,32796,1964,3.0,2.0,1767.0,Square Feet,8712.0,Square Feet,328700.0,28.622421,-80.84088,7.0,189.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/580-Gardenia-Cir-Titusville-FL-32796/43375660_zpid/,174450.0,7433.0,2024.0,8.0,8.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,1451.0,False,186.7572156196944,3.0,1.1
536,43380063,SINGLE_FAMILY,FOR_SALE,87,0,330000.0,3000 La Cita Ln,32780,1991,3.0,3.0,1898.0,Square Feet,5662.8,Square Feet,330000.0,28.582478,-80.81158,51.0,963.0,False,75.0,False,False,Single Family Residence,www.zillow.com/homedetails/3000-La-Cita-Ln-Titusville-FL-32780/43380063_zpid/,293860.0,7433.0,3053.4541188738267,100.0,5.0,6.54,5.855,6.978,2.0,True,True,False,False,True,False,False,False,False,3084.0,False,173.8672286617492,6.0,1.0
537,43502597,SINGLE_FAMILY,FOR_SALE,13,0,330000.0,737 Firestone St NE,32907,2002,3.0,2.0,2020.0,Square Feet,10454.4,Square Feet,319500.0,28.007072,-80.65142,37.0,543.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/737-Firestone-St-NE-Palm-Bay-FL-32907/43502597_zpid/,296960.0,53787.0,2074.0,8.0,11.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,1127.0,False,163.36633663366337,5.0,1.2
538,54607267,SINGLE_FAMILY,FOR_SALE,46,0,330000.0,1335 Lester Ct,32952,1964,3.0,2.0,1152.0,Square Feet,7405.2,Square Feet,310900.0,28.373192,-80.67024,56.0,995.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1335-Lester-Ct-Merritt-Island-FL-32952/54607267_zpid/,214020.0,39760.0,1997.0,15.0,11.0,6.54,5.855,6.978,1.0,True,False,False,False,True,False,False,False,False,3168.0,False,286.4583333333333,6.0,1.8
539,104073011,SINGLE_FAMILY,FOR_SALE,110,0,331990.0,920 Eldron Blvd SE,32909,2024,4.0,2.0,1806.0,Square Feet,10454.4,Square Feet,317600.0,27.975985,-80.66193,14.0,86.0,BUILDER_SPEC,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/920-Eldron-Blvd-SE-Palm-Bay-FL-32909/104073011_zpid/,36000.0,53787.0,1975.0,6.0,8.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,True,False,263.0,False,183.82613510520488,4.0,0.9
540,43388922,SINGLE_FAMILY,FOR_SALE,118,0,332500.0,4140 Delespine Rd,32927,1987,2.0,2.0,1347.0,Square Feet,10018.8,Square Feet,317700.0,28.476473,-80.786736,24.0,304.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/4140-Delespine-Rd-Cocoa-FL-32927/43388922_zpid/,253180.0,10889.0,1895.0,16.0,10.0,6.54,5.855,6.978,2.0,True,False,False,False,True,True,False,True,False,3505.0,False,246.84484038604305,8.0,0.9
541,80760363,SINGLE_FAMILY,FOR_SALE,107,0,332900.0,2945 Fears Rd SE,32909,2006,3.0,2.0,2006.0,Square Feet,10454.4,Square Feet,321900.0,27.919891,-80.66629,20.0,277.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2945-Fears-Rd-SE-Palm-Bay-FL-32909/80760363_zpid/,279480.0,53787.0,1999.0,15.0,8.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,4637.0,False,165.95214356929213,7.0,1.7
542,2054150189,SINGLE_FAMILY,FOR_SALE,73,0,332990.0,1185 Dugan Cir SE,32909,2023,4.0,2.0,1828.0,Square Feet,6534.0,Square Feet,332600.0,27.903938,-80.63959,9.0,133.0,False,17.0,False,False,Single Family Residence,www.zillow.com/homedetails/1185-Dugan-Cir-SE-Palm-Bay-FL-32909/2054150189_zpid/,270250.0,53787.0,2184.0,28.0,12.0,6.54,5.855,6.978,2.0,True,True,False,False,True,False,False,False,False,821.0,False,182.16083150984682,6.0,0.9
543,43372696,SINGLE_FAMILY,FOR_SALE,76,0,333000.0,3325 Barbara Ln,32796,1967,3.0,2.0,1220.0,Square Feet,9147.6,Square Feet,317500.0,28.645145,-80.84613,18.0,310.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3325-Barbara-Ln-Titusville-FL-32796/43372696_zpid/,173250.0,7433.0,1800.0,11.0,6.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,1152.0,False,272.95081967213116,5.0,1.4
544,43462778,SINGLE_FAMILY,FOR_SALE,203,0,333000.0,1679 Palm Ridge Rd,32935,1990,3.0,2.0,1426.0,Square Feet,7405.2,Square Feet,314300.0,28.144878,-80.64822,124.0,2484.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1679-Palm-Ridge-Rd-Melbourne-FL-32935/43462778_zpid/,252330.0,19307.0,2109.0,9.0,7.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,4040.0,False,233.5203366058906,4.0,0.4
545,43516405,SINGLE_FAMILY,FOR_SALE,146,0,333000.0,1604 Eldron Blvd SE,32909,1989,4.0,2.0,1880.0,Square Feet,10454.4,Square Feet,333000.0,27.956907,-80.66124,4.0,107.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1604-Eldron-Blvd-SE-Palm-Bay-FL-32909/43516405_zpid/,263770.0,53787.0,2057.0,6.0,10.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,3738.0,False,177.12765957446808,4.0,1.0
546,43509537,SINGLE_FAMILY,FOR_SALE,82,0,334000.0,561 Wildmer Rd SW,32908,2023,4.0,2.0,1724.0,Square Feet,10018.8,Square Feet,323100.0,27.986252,-80.69558,8.0,65.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/561-Wildmer-Rd-SW-Palm-Bay-FL-32908/43509537_zpid/,22000.0,53787.0,2071.0,5.0,6.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,432.0,False,193.7354988399072,6.0,0.1
547,104075637,SINGLE_FAMILY,FOR_SALE,63,0,334000.0,2111 Thames Rd,32909,2023,4.0,2.0,1724.0,Square Feet,10454.4,Square Feet,324900.0,27.943184,-80.63938,10.0,124.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2111-Thames-Rd-Palm-Bay-FL-32909/104075637_zpid/,25000.0,53787.0,1871.0,7.0,5.0,6.54,5.855,6.978,2.0,True,False,False,False,True,False,False,False,False,487.0,False,193.7354988399072,4.0,1.7
548,43400580,SINGLE_FAMILY,FOR_SALE,10,0,334900.0,3684 N Sherwood Cir,32926,1980,4.0,2.0,1216.0,Square Feet,7405.2,Square Feet,324300.0,28.399984,-80.77779,35.0,453.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3684-N-Sherwood-Cir-Cocoa-FL-32926/43400580_zpid/,231710.0,10889.0,2025.0,7.0,10.0,6.54,5.855,6.978,1.0,True,False,False,False,True,True,False,False,False,4542.0,False,275.4111842105263,3.0,2.1
