,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,newConstructionType,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zipcode,zpid,listing_sub_type.is_newHome,zestimate,listing_sub_type.is_FSBA,listing_sub_type.is_comingSoon,datePriceChanged,group_type,priceChange,priceReduction,priceSuffix,providerListingID,unit,videoCount,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,listing_sub_type.is_bankOwned
0,3.0,3.0,Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/866f269e62769553f972bebfb8fe0a8d-p_e.jpg,False,True,False,False,False,False,False,28.211788,2716.0,-80.67462,sqft,10454.4,BUILDER_SPEC,900000.0,900000.0,2787.0,False,FL,3290 Cappannelle Dr,130000.0,2263000.0,32940,305792537,True,,,,,,,,,,,,,,,
1,2.0,3.0,Cocoa,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4792f5ec73e8fdd3ef78730a5657a250-p_e.jpg,False,True,False,False,False,False,False,28.390812,1328.0,-80.75896,sqft,8276.4,,329900.0,329900.0,1900.0,False,FL,2515 Stanford Dr,150300.0,10725000.0,32926,43407202,,326700.0,True,,,,,,,,,,,,,
2,2.0,4.0,Cocoa Beach,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7304fcb31643b4748ce6add1be6a805e-p_e.jpg,False,True,False,False,False,False,False,28.300032,1842.0,-80.609955,sqft,9583.2,,940000.0,940000.0,4876.0,False,FL,1020 S Orlando Ave,497650.0,12393000.0,32931,43438955,,849500.0,,True,,,,,,,,,,,,
3,2.0,3.0,West Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/844533b5208d41dcd269bb316d1c853c-p_e.jpg,False,True,False,False,False,False,False,28.066069,2064.0,-80.65612,sqft,9147.6,,450000.0,450000.0,2564.0,False,FL,2012 Lune Ct,386590.0,14180000.0,32904,247228967,,447600.0,True,,,,,,,,,,,,,
4,3.0,4.0,Palm Bay,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bbb5a00bf5a8de5231f16e87b3f51960-p_e.jpg,False,True,False,True,False,False,False,27.907127,2566.0,-80.639565,,,BUILDER_PLAN,392990.0,392990.0,2600.0,False,FL,"Plan 2566 Plan, Gardens at Waterstone II",,31966000.0,32909,2053408703,True,390700.0,,,1702368000000.0,BUILDER_COMMUNITY,-10000.0,"$10,000 (Dec 12)",+,29771015,# HYXQUB,,,,,
5,2.0,4.0,Palm Bay,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cf36f21b2981d68221235bd28d198f0e-p_e.jpg,False,True,False,True,False,False,False,27.987026,1867.0,-80.64463,,,BUILDER_PLAN,271990.0,271990.0,2081.0,False,FL,"1867 Plan, Palm Bay",,39534000.0,32909,2057456667,True,268600.0,,,1704528000000.0,BUILDER_COMMUNITY,-30000.0,"$30,000 (Jan 6)",+,28910463,# QJP637,,,,,
6,2.0,3.0,Palm Bay,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/02bf7f3be69c048604fffa6d3b0be5cd-p_e.jpg,False,True,False,True,False,False,False,27.907127,2178.0,-80.639565,,,BUILDER_PLAN,378990.0,378990.0,2154.0,False,FL,"Plan 2178 Plan, Gardens at Waterstone III",,42706000.0,32909,2053263307,True,376200.0,,,1702368000000.0,BUILDER_COMMUNITY,-10000.0,"$10,000 (Dec 12)",+,30015875,# 3F730B,,,,,
7,2.0,4.0,Merritt Island,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/255a7f696a63c50a6ce10ca8a13a1b5a-p_e.jpg,False,True,False,True,False,False,False,28.412746,2379.0,-80.706154,,,BUILDER_PLAN,545990.0,545990.0,2938.0,False,FL,"Barcelona Plan, Armen Groves",,43714000.0,32953,2053188942,True,533400.0,,,1707552000000.0,BUILDER_COMMUNITY,6000.0,,+,29987923,# EU654R,,,,,
8,2.0,3.0,Merritt Island,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ac31fad24509f717c14e4a272c81e6f7-p_e.jpg,False,True,False,False,False,False,False,28.42595,1624.0,-80.71285,acres,0.27,,499999.0,499999.0,2500.0,False,FL,3807 Sunbeam Ct,337360.0,45321000.0,32953,43404263,,496700.0,True,,,,,,,,,,,,,
9,2.0,2.0,Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/83f3ed5053f433dadd3a318e45a433d7-p_e.jpg,False,True,False,True,False,False,False,28.200165,1405.0,-80.74207,,,BUILDER_PLAN,381990.0,381990.0,2650.0,False,FL,"Contour Plan, Del Webb at Viera",,50686000.0,32940,2058351827,True,372600.0,,,1702368000000.0,BUILDER_COMMUNITY,2000.0,,+,29517665,# GGSARR,,,,,
10,3.0,4.0,Grant Valkaria,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8bacda8196b81e8888ee4e6e1ca9c643-p_e.jpg,False,True,False,False,False,False,False,27.928509,2547.0,-80.54349,acres,1.0,,810000.0,810000.0,5410.0,False,FL,3889 Gardenwood Cir,646450.0,56654000.0,32949,104137708,,,,True,,,,,,,,,,,,
11,4.0,4.0,Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a9b58ebb879e6121770c032e5d2fa24e-p_e.jpg,False,True,False,False,False,False,False,28.047928,3058.0,-80.60983,sqft,7405.2,,410000.0,410000.0,2485.0,False,FL,4415 Millicent Cir,359380.0,58125000.0,32901,104107371,,406900.0,True,,,,,,,,,1.0,,,,
12,2.0,4.0,West Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8bc231f22be08fa7a1974c5b52a333f6-p_e.jpg,False,True,False,False,False,False,False,28.096706,2155.0,-80.69531,acres,0.32999999999999996,,610000.0,610000.0,2611.0,False,FL,888 Shoshone Ln,394860.0,61459000.0,32904,50586699,,497200.0,,True,,,,,,,,,,,,
13,2.0,3.0,Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c3a3456541c0e09ac1a428ecf07124d3-p_e.jpg,False,True,False,False,False,False,False,28.150007,1664.0,-80.64987,sqft,8276.4,,359900.0,359900.0,,False,FL,1763 W Shores Rd,265270.0,62594000.0,32935,43462988,,,True,,,,,,,,,,,,,
14,2.0,3.0,Titusville,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/94bf6faf99d1ca3e6de099d893834db4-p_e.jpg,False,True,False,False,False,False,False,28.626104,1288.0,-80.84072,sqft,9583.2,,280000.0,280000.0,1774.0,False,FL,2904 LARKSPUR Street,154780.0,65664000.0,32796,43375393,,278100.0,True,,,,,,,,,,,,,
15,2.0,3.0,Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0e6186f16b6a5244b5aa42f9281b08ac-p_e.jpg,False,True,False,False,False,False,False,28.18923,1803.0,-80.65951,sqft,7405.2,,395000.0,395000.0,2299.0,False,FL,2355 High Ridge Rd,300790.0,68065000.0,32935,43450002,,349400.0,,True,,,,,,,,,,,,
16,2.0,4.0,Melbourne Beach,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6d0a40b3d1fc7d3b61201c9eb146520b-p_e.jpg,False,True,False,False,False,False,False,28.059448,2061.0,-80.55556,acres,0.27999999999999997,,885000.0,885000.0,,False,FL,208 Cherry Dr,563940.0,70210000.0,32951,43507183,,,True,,,,,,,,,,Sun. 1-3pm,True,"[{'open_house_end': 1707692400000, 'open_house_start': 1707685200000}]",
17,2.0,3.0,Palm Bay,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/029311bab47c41ff092c19b650c6ee70-p_e.jpg,False,True,False,False,False,False,False,28.029522,1534.0,-80.65521,acres,0.26,,360000.0,360000.0,2027.0,False,FL,1200 Cone Ave NE,252060.0,75209000.0,32907,43494440,,,True,,1707638400000.0,,-5000.0,"$5,000 (Feb 11)",,,,,,,,
18,2.0,3.0,Palm Bay,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c9810f26498768e47189a5bbfb5a8da9-p_e.jpg,False,True,False,False,False,False,False,28.016315,1766.0,-80.594215,acres,0.3,,475000.0,475000.0,1994.0,False,FL,872 Sadnet Cir NE,210870.0,75575000.0,32905,43498166,,228300.0,,True,,,,,,,,,,,,
19,1.0,2.0,Melbourne,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0e438b9c9483dd1362d60a156bbcc3d1-p_e.jpg,False,True,False,False,False,False,False,28.119383,1008.0,-80.65857,sqft,6534.0,,252000.0,252000.0,1749.0,False,FL,769 Clarke Ave,180370.0,77858000.0,32935,43470921,,248300.0,True,,,,,,,,,,,,,
20,3.0,4.0,Merritt Island,USA,USD,0,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9fb4de9a933d8ef69b8b0cecbbc4a394-p_e.jpg,False,True,False,True,False,False,False,28.434837,3029.0,-80.70428,,,BUILDER_PLAN,739900.0,739900.0,4169.0,False,FL,"Sienna Plan, Egret's Reserve",,84612000.0,32953,2057526701,True,716400.0,,,1704787200000.0,BUILDER_COMMUNITY,-25000.0,"$25,000 (Jan 9)",+,29959414,# 6ZY0CE,,,,,
21,2.0,4.0,Titusville,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/731e54a0a36ea74c43d61a47782b8654-p_e.jpg,False,True,False,False,False,False,False,28.559505,1831.0,-80.80668,acres,0.26,,420000.0,420000.0,2299.0,False,FL,4490 ALPINE Lane,373560.0,87573000.0,32780,337846176,,417700.0,True,,,,,,,,,,,,,
22,3.0,4.0,Satellite Beach,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/567514098f7eecd05ca7191120860dcf-p_e.jpg,False,True,False,False,False,False,False,28.169968,2208.0,-80.59808,sqft,8276.4,,615000.0,615000.0,,False,FL,472 Royal Palm Ct,441890.0,88602000.0,32937,43458740,,,True,,,,,,,,,,,,,
23,3.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9c64b90e4b4a1c8d1ae369b23be267d6-p_e.jpg,False,True,False,False,False,False,False,28.017275,2094.0,-80.60989,sqft,10018.8,BUILDER_SPEC,436765.0,436765.0,1842.0,False,FL,2084 Advana St NE,37500.0,92116000.0,32905,104118426,True,,,,,,,,,,,,,,,
24,3.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/43f155cf5b95002ac6ffb5684ce86038-p_e.jpg,False,True,False,False,False,False,False,28.017279,2094.0,-80.61014,sqft,10018.8,BUILDER_SPEC,436216.0,436216.0,1842.0,False,FL,2072 Advana St NE,37500.0,96395000.0,32905,104092017,True,,,,,,,,,,,,,,,
25,2.0,3.0,Rockledge,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ac8e6c2c125ecdfa1517f7a93b49849e-p_e.jpg,False,True,False,False,False,False,False,28.298626,1421.0,-80.73287,sqft,7840.8,,369000.0,369000.0,,False,FL,1253 Sleepy Hollow Ln,293040.0,96513000.0,32955,43432837,,,,True,,,,,,,,,,,,
26,2.0,3.0,Cocoa,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a6a07d4f6ed8485c16d2416357c41ce4-p_e.jpg,False,True,False,False,False,False,False,28.363876,1060.0,-80.77407,sqft,7840.0,,249900.0,249900.0,1970.0,False,FL,2521 Stratford Dr,131370.0,,32926,43402415,,247100.0,True,,,,,,,,,,,,,
27,3.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/cbab89e19c56363bf5582870e181d05e-p_e.jpg,False,True,False,False,False,False,False,28.01992,2094.0,-80.71957,sqft,10018.8,BUILDER_SPEC,437096.0,437096.0,,False,FL,1590 Heartwellville St NW,,97099000.0,32909,2052847936,True,,,,,,,,,,,,,,,
28,3.0,4.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/25065bf630974ad93244f788605263d3-p_e.jpg,False,True,False,False,False,False,False,28.21513,2428.0,-80.703636,acres,0.29,,775000.0,775000.0,3883.0,False,FL,8103 Old Tramway Dr,600760.0,98058000.0,32940,54612482,,687500.0,,True,,,,,,,,,,,,
29,2.0,3.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/72c6a3b6ba8428dc3870b7341a4b10c0-p_e.jpg,False,True,False,False,False,False,False,27.953459,1424.0,-80.67275,sqft,6969.6,,312000.0,312000.0,1895.0,False,FL,1745 Sawgrass Dr SW,213140.0,98860000.0,32908,66689661,,309300.0,True,,,,,,,,,,,,,
30,1.0,3.0,Titusville,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5ce36c128d959fb2cc417fd2e2715ac6-p_e.jpg,False,True,False,False,False,False,False,28.618404,1140.0,-80.85839,sqft,7405.2,,209900.0,209900.0,1949.0,False,FL,3860 Catalina St,123660.0,100648000.0,32796,43374956,,,,,,,,,,,,,,,,True
31,2.0,3.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/42ed3df324a822b462b232cf00bafe1f-p_e.jpg,False,True,False,False,False,False,False,28.009048,1609.0,-80.61522,sqft,10018.8,,289000.0,289000.0,1994.0,False,FL,491 Candlestick Ave NE,240580.0,102510000.0,32907,43505164,,281200.0,True,,,,,,,,,,,,,
32,5.0,6.0,West Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3947d915bdfdd216054ba05ea1ff79f0-p_e.jpg,False,True,False,False,False,False,False,28.088472,3926.0,-80.70163,sqft,8276.4,,629900.0,629900.0,2998.0,False,FL,4581 Bellaluna Dr,504370.0,106648000.0,32904,66692411,,,True,,,,,,,,,,,,,
33,2.0,3.0,Micco,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/183ca0c50864c7de9ebfee1c4450631d-p_e.jpg,False,True,False,False,False,False,False,27.870958,1895.0,-80.515076,acres,1.52,,699000.0,699000.0,,False,FL,8625 Fleming Grant Rd,365720.0,110959000.0,32976,43525618,,,True,,,,,,,,,,,,,
34,2.0,4.0,Merritt Island,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/20fd39970bc1b73e377b093bb19d585f-p_e.jpg,False,True,False,False,False,False,False,28.292582,2007.0,-80.67772,acres,0.39,,584900.0,584900.0,2714.0,False,FL,3765 Laurette Rd,312570.0,111105000.0,32952,43433449,,581200.0,True,,,,,,,,,,,,,
35,2.0,3.0,Melbourne,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fbaf1a2c34999285c48e385cee704190-p_e.jpg,False,True,False,False,False,False,False,28.1268,1176.0,-80.64947,sqft,8276.0,,279000.0,279000.0,1875.0,False,FL,1219 Garfield St,187430.0,,32935,54615713,,,True,,,,,,,,,,,,,
36,3.0,3.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/36d2aff92b327acf5b971bd3e026ba86-p_e.jpg,False,True,False,False,False,False,False,28.146177,1689.0,-80.67611,acres,0.51,,429800.0,429800.0,2500.0,False,FL,3296 Fairview Dr,331400.0,135606000.0,32934,43455683,,425600.0,True,,,,,,,,,,,,,
37,2.0,3.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6e4bf3d28366773dedbd4a657ef0e0aa-p_e.jpg,False,True,False,False,False,False,False,27.989004,1797.0,-80.641235,acres,0.26,,379900.0,379900.0,,False,FL,1074 Castile Rd SE,272220.0,136471000.0,32909,43511678,,,True,,,,,,,,,,,,,
38,2.0,3.0,Cocoa,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0a010e035179b754599bc1488a14dcaa-p_e.jpg,False,True,False,True,False,False,False,28.462404,1760.0,-80.80395,,,BUILDER_PLAN,388900.0,388900.0,2245.0,False,FL,"Ashton Plan, Port St. John",,146349000.0,32927,2082764679,True,380200.0,,,1705132800000.0,BUILDER_COMMUNITY,5000.0,,+,30096,# 4CX0L4,,,,,
39,3.0,3.0,Titusville,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b98bdfdcf0b22969df19221333dc59bc-p_e.jpg,False,True,False,False,False,False,False,28.651249,1985.0,-80.867,acres,0.32999999999999996,,435000.0,435000.0,2500.0,False,FL,4247 Will Scarlet Dr,239450.0,149920000.0,32796,43370190,,431000.0,True,,,,,,,,,,,,,
40,2.0,3.0,Grant Valkaria,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fa2e2bcc9b24d744fbff2a50f9f9f1f7-p_e.jpg,False,True,False,False,False,False,False,27.96526,1700.0,-80.60364,acres,1.36,,559900.0,559900.0,2700.0,False,FL,3489 Suwanee St,378370.0,154160000.0,32950,84639703,,555700.0,True,,,,,,,,,,,,,
41,3.0,5.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/760c30ef9f895cbff16a929ec1dd7813-p_e.jpg,False,True,False,True,False,False,False,27.9984,2409.0,-80.7243,,,BUILDER_PLAN,360990.0,360990.0,2450.0,False,FL,"Columbia Plan, Tillman Lakes : The Palms",,154181000.0,32908,2059012135,True,340900.0,,,1707292800000.0,BUILDER_COMMUNITY,-22000.0,"$22,000 (Feb 7)",+,29073899,# UFSEO7,,,,,
42,5.0,4.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bcad1753419865d3276a26f7331218c0-p_e.jpg,False,True,False,True,False,False,False,28.190968,3469.0,-80.72773,,,BUILDER_PLAN,750900.0,750900.0,4144.0,False,FL,"Whitmore Plan, Pangea",,155334000.0,32940,2062001402,True,724400.0,,,1699689600000.0,BUILDER_COMMUNITY,1000.0,,+,29796585,# DRHO3E,,,,,
43,2.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3f13d6bff003a0923e7136c2c9e2ceba-p_e.jpg,False,True,False,False,False,False,False,27.922213,1845.0,-80.6265,sqft,10018.8,BUILDER_SPEC,374900.0,374900.0,1639.0,False,FL,2867 Derby Ave SE,34500.0,155375000.0,32909,104112148,True,,,,,,,,,,,,,,,
44,2.0,3.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5f9ecc9a889e7bcb19e1c4502899f3b9-p_e.jpg,False,True,False,False,False,False,False,27.9434,1504.0,-80.63494,sqft,10454.4,,325000.0,325000.0,,False,FL,2114 Watkins Rd SE,240890.0,155746000.0,32909,104092582,,,,True,,,,,,,,,,,,
45,3.0,4.0,Merritt Island,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/73f458f7530ad6a5210f70299fb9ac46-p_e.jpg,False,True,False,False,False,False,False,28.386139,1820.0,-80.67363,sqft,9147.6,,675000.0,675000.0,1870.0,False,FL,1385 W Central Ave,,156630000.0,32952,2076249707,,,True,,,,,,,,,,,,,
46,2.0,2.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/28e580502e2838e57686044de7276ed2-p_e.jpg,False,True,False,False,False,False,False,27.968893,888.0,-80.641914,sqft,10018.8,,236000.0,236000.0,1500.0,False,FL,1052 Salina St SE,155460.0,156676000.0,32909,43514865,,234200.0,True,,,,,,,,,,,,,
47,3.0,3.0,Micco,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0b09de66b61d3ce7b3142810d6daf02e-p_e.jpg,False,True,False,False,False,False,False,27.839918,2067.0,-80.512596,acres,1.63,,750000.0,750000.0,3755.0,False,FL,9515 Fleming Grant Rd,520250.0,156856000.0,32976,63472656,,743400.0,True,,,,,,,,,,,,,
48,2.0,3.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3f9a0904f3f5add410385ee3f394d183-p_e.jpg,False,True,False,False,False,False,False,28.149532,1989.0,-80.68559,acres,1.02,,499900.0,499900.0,2664.0,False,FL,2605 Ranchwood Ct,329620.0,159512000.0,32934,43455242,,495200.0,True,,,,,,,,,,,,,
49,2.0,3.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fed8e8c39109e2b523250a5909ba8785-p_e.jpg,False,True,False,False,False,False,False,28.226965,1902.0,-80.72383,sqft,6098.4,,585000.0,585000.0,2446.0,False,FL,160 Wickham Lakes Dr,405530.0,159574000.0,32940,54612394,,475600.0,,True,,,,,,,,,,,,
50,2.0,2.0,Cocoa Beach,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c0dde944c912627f22344dc12e8de668-p_e.jpg,False,True,False,False,False,False,False,28.317162,1154.0,-80.61677,sqft,9583.2,,699900.0,699900.0,1991.0,False,FL,111 Deleon Rd,538190.0,160119000.0,32931,43437927,,586200.0,,True,,,,,,,,,,,,
51,2.0,3.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/41f3bd463bfee7c5685af29d30eb3085-p_e.jpg,False,True,False,False,False,False,False,28.058947,1718.0,-80.59432,sqft,9583.2,,325000.0,325000.0,2450.0,False,FL,2541 Vernon Dr NE,127250.0,160330000.0,32905,43492157,,,,True,,,,,,,,,,,,
52,2.0,2.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2beafe370a0fb07dc6eabc82add29fd0-p_e.jpg,False,True,False,False,False,False,False,28.250217,1868.0,-80.70847,sqft,8712.0,,399000.0,399000.0,2575.0,False,FL,1097 Ironsides Ave,257800.0,161737000.0,32940,43440415,,394500.0,True,,,,,,,,,,,,,
53,3.0,3.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c735d66d1601be828866553681871df2-p_e.jpg,False,True,False,False,False,False,False,27.924032,2045.0,-80.63034,acres,0.8300000000000001,,449900.0,449900.0,2228.0,False,FL,1458 Hero St SE,334600.0,162521000.0,32909,66685244,,448000.0,True,,,,,,,,,,,,,
54,2.0,4.0,Cocoa,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f5a363b5c2d710891b1915db146b99b1-p_e.jpg,False,True,False,False,False,False,False,28.425594,1820.0,-80.7625,sqft,5662.8,BUILDER_SPEC,378900.0,378900.0,,False,FL,835 Lantana St,,162521000.0,32926,2052856990,True,,,,,,,,,,,,,,,
55,2.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4767a1e37de7b46e144e08f83946a826-p_e.jpg,False,True,False,False,False,False,False,27.997475,1820.0,-80.68451,sqft,5662.8,,370000.0,370000.0,1907.0,False,FL,172 Alamere Dr SW,282500.0,163125000.0,32908,247229708,,366600.0,True,,,,,,,,,,Sun. 12-3pm,True,"[{'open_house_end': 1707692400000, 'open_house_start': 1707681600000}]",
56,2.0,4.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c1d16ea6794a98a1715770e598875f66-p_e.jpg,False,True,False,False,False,False,False,28.070705,2015.0,-80.68276,acres,0.38,BUILDER_SPEC,639000.0,639000.0,2685.0,False,FL,2355 Commodore Blvd,43000.0,163961000.0,32904,104070639,True,629400.0,,,,,,,,,,,,,,
57,2.0,3.0,Rockledge,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6e8365715899bed32d07733c0a6d79d1-p_e.jpg,False,True,False,False,False,False,False,28.311255,1440.0,-80.72675,sqft,7840.8,,350000.0,350000.0,2199.0,False,FL,829 Honeysuckle Dr,280410.0,165226000.0,32955,43430727,,346500.0,True,,,,,,,,,,,,,
58,3.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/89b25dd78bc7ec53c4c8735488ddf03a-p_e.jpg,False,True,False,False,False,False,False,27.951418,2173.0,-80.68132,sqft,10018.8,,460000.0,460000.0,2350.0,False,FL,415 Hancock St SW,296870.0,165453000.0,32908,80773445,,455800.0,True,,,,,,,,,,,,,
59,3.0,6.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1fcd050d4b5f6bfe57fbe2f08c3a11f9-p_e.jpg,False,True,False,False,False,False,False,28.012896,2132.0,-80.69159,acres,0.39,,515000.0,515000.0,2522.0,False,FL,797 Fernandina St NW,294390.0,166292000.0,32907,43485369,,510100.0,True,,,,,,,,,,,,,
60,3.0,3.0,Palm Bay,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3d8c62850067013bbab0ae34076e21c6-p_e.jpg,False,True,False,False,False,False,False,27.950916,1943.0,-80.63642,sqft,10454.0,,300000.0,300000.0,1809.0,False,FL,1229 Wyoming Dr SE,226940.0,,32909,66684980,,297700.0,True,,,,,,,,,,,,,
61,3.0,2.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/98efd9e45d86d91be048820edd19da28-p_e.jpg,False,True,False,True,False,False,False,28.200165,2269.0,-80.74207,,,BUILDER_PLAN,607990.0,607990.0,3569.0,False,FL,"Stardom Plan, Del Webb at Viera",,167140000.0,32940,2058351809,True,592300.0,,,1686898800000.0,BUILDER_COMMUNITY,5000.0,,+,29517665,# YAHTT9,,,,,
