,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,newConstructionType,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zipcode,zpid,listing_sub_type.is_newHome,zestimate,listing_sub_type.is_FSBA,listing_sub_type.is_comingSoon,datePriceChanged,group_type,priceChange,priceReduction,priceSuffix,providerListingID,unit,videoCount,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,listing_sub_type.is_bankOwned
411,2.0,3.0,Melbourne,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/57fe3d56f1633e7e7060dfc07dd7ae8b-p_e.jpg,False,True,False,False,False,False,False,28.099167,1476.0,-80.61998,sqft,8276.4,,294900.0,294900.0,1888.0,False,FL,514 Wisteria Dr,145410.0,854660000.0,32901,54616355,,284700.0,True,,,,,,,,,,,,,
412,3.0,4.0,Satellite Beach,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/25d62c888ee38ef32c674a5a34364eb3-p_e.jpg,False,True,False,False,False,False,False,28.179216,2960.0,-80.59999,sqft,9147.6,,685000.0,685000.0,3812.0,False,FL,210 Pineapple St,497500.0,854715000.0,32937,43452468,,685600.0,True,,,,,,,,,,,,,
413,2.0,3.0,Rockledge,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/79859457a3cd31f9daa4c18ee62175e1-p_e.jpg,False,True,False,False,False,False,False,28.316088,1295.0,-80.73454,sqft,7405.2,,369900.0,369900.0,2100.0,False,FL,937 Brookview Ln,237780.0,855302000.0,32955,43430828,,310600.0,,True,,,,,,,,,,,,
414,2.0,3.0,Palm Bay,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5eb0b64022e7c43e8766ac9f968ffe4a-p_e.jpg,False,True,False,False,False,False,False,28.013968,1166.0,-80.58232,sqft,7405.2,,325000.0,325000.0,1749.0,False,FL,748 Bianca Dr NE,176240.0,856649000.0,32905,43497531,,314000.0,True,,1706774400000.0,,-10000.0,"$10,000 (Feb 1)",,,,,,,,
415,2.0,3.0,Palm Bay,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3d0e6c18b7297377802493163abeefe1-p_e.jpg,False,True,False,False,False,False,False,27.996262,1835.0,-80.70505,sqft,10018.8,BUILDER_SPEC,419900.0,419900.0,,False,FL,1045 Captiva Is,,857358000.0,32908,2052977918,True,418200.0,,,,,,,,,,,,,,
416,2.0,3.0,Melbourne,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/63410f07887b36c489c9b938f8f2f39c-p_e.jpg,False,True,False,False,False,False,False,28.043526,1735.0,-80.62917,sqft,6969.6,,425000.0,425000.0,2115.0,False,FL,4350 Alamanda Key Dr,335160.0,857477000.0,32901,104101070,,414600.0,True,,,,,,,,,,Sat. 12-3pm,True,"[{'open_house_end': 1708210800000, 'open_house_start': 1708200000000}]",
417,2.0,4.0,Melbourne,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/87523d3021dc92fbe80a9de10d57bead-p_e.jpg,False,True,False,False,False,False,False,28.051714,2589.0,-80.67684,acres,0.51,,720000.0,720000.0,3200.0,False,FL,3639 Meadowlark Way,486330.0,858266000.0,32904,43479074,,719700.0,,True,,,,,,,,,,,,
418,4.0,5.0,Melbourne,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1420548c8b7f8a6c88628e8bcd14a56d-p_e.jpg,False,True,False,False,False,False,False,28.187843,3562.0,-80.70435,acres,0.27,,815000.0,815000.0,4202.0,False,FL,4648 Chastain Dr,601940.0,858266000.0,32940,80761009,,790700.0,True,,,,,,,,,,,,,
419,1.0,4.0,Cocoa,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/aee66a4e91daaab639d0411b42f08cf1-p_e.jpg,False,True,False,False,False,False,False,28.391642,1348.0,-80.755615,sqft,10454.4,,276000.0,276000.0,1857.0,False,FL,1605 La Marche Dr,195290.0,859045000.0,32926,43407127,,275900.0,,True,,,,,,,,,,,,
420,3.0,4.0,Palm Bay,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5f322c3dd20e0d66c7b751a4bf82e4a0-p_e.jpg,False,True,False,False,False,False,False,27.996044,2490.0,-80.71536,sqft,9148.0,,440000.0,440000.0,,False,FL,226 Wading Bird Cir SW,326070.0,,32908,80757166,,,True,,,,,,,,,,,,,
421,2.0,3.0,Titusville,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/41bb596c2f095face52558488af6d57c-p_e.jpg,False,True,False,False,False,False,False,28.553982,1430.0,-80.8285,sqft,8276.4,,325000.0,325000.0,,False,FL,4855 Santa Rosa Ave,200780.0,860667000.0,32780,43385583,,,True,,,,,,,,,,Sun. 1-3pm,True,"[{'open_house_end': 1707692400000, 'open_house_start': 1707685200000}]",
422,2.0,3.0,Titusville,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/040684151c95f18e28a4add02b35a143-p_e.jpg,False,True,False,False,False,False,False,28.541594,1589.0,-80.81351,sqft,10454.4,,360000.0,360000.0,2149.0,False,FL,5519 Kathy Dr,264120.0,861145000.0,32780,54603022,,348600.0,True,,,,,,,,,,,,,
423,2.0,3.0,Rockledge,USA,USD,9,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2e057e53c6b8830208cfd0fa9d1c676e-p_e.jpg,False,True,False,False,False,False,False,28.266087,2013.0,-80.744995,,,,500000.0,500000.0,2495.0,False,FL,5395 Buckboard Dr,401780.0,861326000.0,32955,80779164,,495900.0,True,,,,,,,,,,Sun. 1-4pm,True,"[{'open_house_end': 1707696000000, 'open_house_start': 1707685200000}]",
424,1.0,3.0,Titusville,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fdb2795ea726714fb5785a0bd3cd3e06-p_e.jpg,False,True,False,False,False,False,False,28.649698,1350.0,-80.84203,sqft,9583.2,,274900.0,274900.0,1795.0,False,FL,1930 Old Dixie Hwy,129880.0,864568000.0,32796,43372234,,264700.0,True,,,,,,,,,,,,,
425,2.0,4.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ff165a6ccea4e7e6854d79f6ba64b698-p_e.jpg,False,True,False,False,False,False,False,28.014633,1380.0,-80.57502,sqft,7405.2,,315000.0,315000.0,1800.0,False,FL,3259 Fairfax Ave NE,243120.0,864679000.0,32905,43496742,,304300.0,True,,,,,,,,,,,,,
426,2.0,3.0,Melbourne Beach,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/669dc416130d842a00e5c3e678e66e84-p_e.jpg,False,True,False,False,False,False,False,28.03529,1629.0,-80.547195,sqft,7405.2,,565000.0,565000.0,2895.0,False,FL,218 Seaview St,443210.0,864679000.0,32951,43508218,,564400.0,,True,,,,,,,,,,,,
427,3.0,4.0,Melbourne,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/66c776c49968727456d36f7629f4b0b4-p_e.jpg,False,True,False,False,False,False,False,28.165173,2698.0,-80.71115,acres,0.67,,975000.0,975000.0,,False,FL,3614 Province Dr,661750.0,865141000.0,32934,123862853,,,True,,,,,,,,,,,,,
428,2.0,3.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/643cf301b49cf78406b3de8b04ad18af-p_e.jpg,False,True,False,False,False,False,False,27.970816,1750.0,-80.62824,acres,1.38,,476000.0,476000.0,2380.0,False,FL,1190 Deerfield St SE,310100.0,865671000.0,32909,43513607,,464900.0,True,,,,,,,,,,,,,
429,2.0,3.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3d0e6c18b7297377802493163abeefe1-p_e.jpg,False,True,False,False,False,False,False,27.995161,1835.0,-80.70628,sqft,10018.8,BUILDER_SPEC,399900.0,399900.0,,False,FL,1194 Captiva Is,,865786000.0,32908,2052980757,True,398100.0,,,,,,,,,,,,,,
430,3.0,4.0,Merritt Island,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/09911968205a1ea2ff276e9084e61a83-p_e.jpg,False,True,False,True,False,False,False,28.434837,2286.0,-80.70428,,,BUILDER_PLAN,659900.0,659900.0,3700.0,False,FL,"Huntington Plan, Egret's Reserve",,867320000.0,32953,2057526702,True,640800.0,,,1704787200000.0,BUILDER_COMMUNITY,-25000.0,"$25,000 (Jan 9)",+,29959414,# N2MAA3,,,,,
431,2.0,3.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ed6da98560a3ca4a25b5a4f1ca320bf4-p_e.jpg,False,True,False,False,False,False,False,28.00469,1839.0,-80.68673,sqft,10454.4,,415000.0,415000.0,1990.0,False,FL,656 Americana Blvd NW,274360.0,867971000.0,32907,43486255,,403400.0,True,,,,,,,,,,,,,
432,4.0,5.0,Mims,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7d4d6c5c0adf7469d23e533ae75815b9-p_e.jpg,False,True,False,False,False,False,False,28.666204,3065.0,-80.89587,acres,2.35,,775000.0,775000.0,,False,FL,5310 State Road 46,,867971000.0,32754,2052981592,,769400.0,True,,,,,,,,,,,,,
433,2.0,3.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3ebe7058eee6f0d7502c2d14e1d6b151-p_e.jpg,False,True,False,False,False,False,False,27.90285,1780.0,-80.62563,sqft,7405.2,,385100.0,385100.0,2228.0,False,FL,1884 Middlebury Dr SE,50000.0,869429000.0,32909,339805953,,375000.0,True,,1702454400000.0,,15000.0,,,,,,,,,
434,2.0,3.0,Merritt Island,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8b3b69de11c043bf9878dba960e62cfc-p_e.jpg,False,True,False,True,False,False,False,28.352724,1239.0,-80.66185,,,BUILDER_PLAN,199200.0,199200.0,,False,FL,"River Palms Lot#E9 Plan, River Palms Parklife",,872872000.0,32952,2052987782,True,198300.0,,,,BUILDER_COMMUNITY,,,+,30314871,# YGIW5A,,,,,
435,2.0,3.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a27bd0be83a0989642b9992d109d2fdf-p_e.jpg,False,True,False,False,False,False,False,27.931637,1643.0,-80.64179,sqft,10018.8,,335000.0,335000.0,1895.0,False,FL,2599 Palomar Ave SE,101620.0,873376000.0,32909,71024402,,,,True,,,,,,,,,,,,
436,2.0,3.0,Titusville,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f3590078155a77aa9d037b4c9cc239a8-p_e.jpg,False,True,False,False,False,False,False,28.646399,1830.0,-80.858154,sqft,6969.6,,338000.0,338000.0,2194.0,False,FL,3716 Prescott St,208690.0,873747000.0,32796,43372165,,327200.0,True,,1705996800000.0,,10000.0,,,,,,,,,
437,2.0,3.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/340b51ffc34f7a486313e7bf57bcf049-p_e.jpg,False,True,False,False,False,False,False,28.007755,1520.0,-80.65185,sqft,10454.4,,279900.0,279900.0,1901.0,False,FL,411 Bascom Ln NE,227620.0,873983000.0,32907,43502621,,277900.0,True,,,,,,,,,,,,,
438,2.0,3.0,Melbourne,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/affac4fbef5b3cb92af14ed99d0bf8c5-p_e.jpg,False,True,False,False,False,False,False,28.153214,1292.0,-80.64664,acres,0.25,,379000.0,379000.0,2100.0,False,FL,2752 Maderia Cir,251340.0,874583000.0,32935,52397064,,365400.0,True,,,,,,,,,,,,,
439,2.0,3.0,Cocoa,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/09508c07ea83680c0b0a2477bab502f2-p_e.jpg,False,True,False,False,False,False,False,28.488487,1597.0,-80.79153,sqft,10454.4,,336450.0,336450.0,,False,FL,4400 Flood St,253770.0,875523000.0,32927,43390158,,,True,,,,,,,,,,Sun. 11am-2pm,True,"[{'open_house_end': 1707688800000, 'open_house_start': 1707678000000}]",
440,4.0,4.0,Titusville,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a2229ceb21a36ba3146068a71d348aec-p_e.jpg,False,True,False,False,False,False,False,28.53729,3270.0,-80.845116,acres,1.0,,949999.0,949999.0,3970.0,False,FL,3441 Owls Wood Way,589500.0,876652000.0,32780,71022514,,938100.0,True,,1703750400000.0,,-10001.0,"$10,001 (Dec 28)",,,,,,,,
441,3.0,4.0,Merritt Island,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/60f1ff2311aa33b5b8678618aba85834-p_e.jpg,False,True,False,False,False,False,False,28.40211,2033.0,-80.69571,acres,0.27,,635000.0,635000.0,3006.0,False,FL,244 Via Havarre,542620.0,878382000.0,32953,43405369,,618600.0,True,,,,,,,,,,,,,
442,4.0,3.0,Cocoa,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2683c4ed8cd426b891355564437f9eff-p_e.jpg,False,True,False,False,False,False,False,28.484325,1594.0,-80.79383,sqft,10018.8,,345000.0,345000.0,2134.0,False,FL,7150 Carlowe Ave,258300.0,878864000.0,32927,43389896,,337300.0,True,,,,,,,,,,,,,
443,3.0,4.0,Palm Bay,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/226324cd815433c38d71ae85e828c186-p_e.jpg,False,True,False,False,False,False,False,27.940367,1982.0,-80.65517,sqft,6969.6,,429000.0,429000.0,2299.0,False,FL,649 Remington Green Dr SE,321180.0,879866000.0,32909,84637823,,418800.0,True,,,,,,,,,,Fri. 12-2pm,True,"[{'open_house_end': 1708120800000, 'open_house_start': 1708113600000}]",
444,3.0,4.0,Rockledge,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f5330ef2d67dd4dd9843c5a2625da830-p_e.jpg,False,True,False,False,False,False,False,28.265715,2829.0,-80.68881,acres,2.65,,1500000.0,1500000.0,3837.0,False,FL,5565 Us Highway 1,,879982000.0,32955,2056481111,,1489400.0,,True,,,,,,,,,,,,
445,2.0,4.0,Melbourne,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b67907f24a2cf0b8a15f8d76c8540d55-p_e.jpg,False,True,False,False,False,False,False,28.122856,2557.0,-80.58289,acres,0.31,,760000.0,760000.0,3766.0,False,FL,402 Peregrine Dr,604660.0,880541000.0,32903,43473311,,737500.0,True,,,,,,,,,,,,,
446,4.0,4.0,Melbourne,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/14fdd54cbc42f4be586bb647cc0509f2-p_e.jpg,False,True,False,True,False,False,False,28.218119,2852.0,-80.725685,,,BUILDER_PLAN,644900.0,644900.0,4200.0,False,FL,"Mecina II Plan, Reeling Park",,881440000.0,32940,2078530292,True,626000.0,,,1693033200000.0,BUILDER_COMMUNITY,3000.0,,+,24948941,# 8SH0RK,,,,,
447,2.0,3.0,Titusville,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7310db0e461894fdd279da654b80d32f-p_e.jpg,False,True,False,False,False,False,False,28.56395,1230.0,-80.803925,sqft,9583.0,,249000.0,249000.0,1730.0,False,FL,4260 Capron Rd,153730.0,,32780,63472169,,239000.0,True,,,,,,,,,,,,,
448,6.0,4.0,Merritt Island,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/09811eb466fc5c835de01c192cc7703e-p_e.jpg,False,True,False,False,False,False,False,28.334698,3715.0,-80.660095,acres,0.55,,3750000.0,3750000.0,19947.0,False,FL,1350 S Banana River Dr,1632920.0,,32952,43435673,,3610700.0,True,,,,,,,,,1.0,,,,
449,2.0,4.0,Merritt Island,USA,USD,10,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d13cdc31fb96e44e84d031498e02602c-p_e.jpg,False,True,False,False,False,False,False,28.394081,1722.0,-80.67181,sqft,8276.4,,455000.0,455000.0,2800.0,False,FL,1400 Girard Blvd,267820.0,885745000.0,32952,43418081,,443000.0,True,,1707379200000.0,,-3000.0,"$3,000 (Feb 8)",,,,,,,,
450,2.0,3.0,Cocoa,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/78398ff24c0ae60611dfa474e3176078-p_e.jpg,False,True,False,False,False,False,False,28.381586,1110.0,-80.76045,sqft,6534.0,,272000.0,272000.0,1800.0,False,FL,1763 Rosetine St,42390.0,,32926,43407451,,260700.0,True,,,,,,,,,,,,,
