,zpid,homeType,homeStatus,dateSoldString,daysOnZillow,priceOutlier,price,streetAddress,zipcode,yearBuilt,bathrooms,bedrooms,livingAreaValue,livingAreaUnits,lotAreaValue,lotAreaUnits,zestimate,latitude,longitude,favoriteCount,pageViewCount,newConstructionType,resoFacts.associationFee,listingSubType.isForeclosure,resoFacts.isSeniorCommunity,resoFacts.propertySubType,hdpUrl,taxAssessedValue,cityId,rentZestimate,restimateHighPercent,restimateLowPercent,mortgageRates.thirtyYearFixedRate,mortgageRates.fifteenYearFixedRate,mortgageRates.arm5Rate,resoFacts.garageSpaces,resoFacts.hasAdditionalParcels,resoFacts.hasAssociation,resoFacts.hasAttachedGarage,resoFacts.hasAttachedProperty,resoFacts.hasGarage,resoFacts.hasPrivatePool,resoFacts.hasSpa,resoFacts.hasView,resoFacts.hasWaterfrontView,resoFacts.taxAnnualAmount,resoFacts.waterViewYN,price/sqft,schoolMaxRating,schoolMinDistance
1147,43380869,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,285000.0,2965 Barna Ave,32780,1972,2.0,3.0,1528.0,Square Feet,10018.8,Square Feet,288100.0,28.582253,-80.81824,0.0,15.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2965-Barna-Ave-Titusville-FL-32780/43380869_zpid/,218310.0,7433.0,1947.0,9.0,9.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,2120.0,False,186.51832460732984,6.0,0.9
1148,43383358,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,268000.0,1105 Cleveland St,32780,1960,2.0,3.0,1264.0,Square Feet,8276.4,Square Feet,270900.0,28.55959,-80.81497,0.0,20.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1105-Cleveland-St-Titusville-FL-32780/43383358_zpid/,184830.0,7433.0,1895.0,5.0,8.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,2471.0,False,212.0253164556962,6.0,0.7
1149,43390961,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,275000.0,5205 Frisco St,32927,1982,2.0,2.0,1691.0,Square Feet,20037.599999999995,Square Feet,278000.0,28.483547,-80.80819,0.0,3.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/5205-Frisco-St-Cocoa-FL-32927/43390961_zpid/,275640.0,10889.0,2163.0,11.0,9.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,True,False,False,3844.0,False,162.62566528681253,8.0,0.8
1150,43470374,SINGLE_FAMILY,PENDING,2023-09-15,28,0,325000.0,2644 Quebec Ave,32935,1975,2.0,3.0,1316.0,Square Feet,9583.2,Square Feet,317400.0,28.114935,-80.66573,82.0,1364.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2644-Quebec-Ave-Melbourne-FL-32935/43470374_zpid/,242290.0,19307.0,2071.0,9.0,7.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,True,False,3914.0,False,246.96048632218844,6.0,1.7
1151,43470455,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,289000.0,780 Comanche Ave,32935,1961,2.0,3.0,1677.0,Square Feet,6969.6,Square Feet,292200.0,28.119534,-80.66308,2.0,17.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/780-Comanche-Ave-Melbourne-FL-32935/43470455_zpid/,213100.0,19307.0,2028.0,10.0,7.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,True,False,611.0,False,172.33154442456768,6.0,1.3
1152,50883702,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,271000.0,685 Jana Dr,32780,1964,2.0,4.0,1340.0,Square Feet,7840.8,Square Feet,274000.0,28.551819,-80.80896,0.0,9.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/685-Jana-Dr-Titusville-FL-32780/50883702_zpid/,137590.0,7433.0,1895.0,8.0,8.0,6.701,6.014,6.867,0.0,True,False,False,False,False,True,False,True,False,924.0,False,202.23880597014926,4.0,1.3
1153,104071151,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,290000.0,870 Altura Ave SE,32909,2019,2.0,3.0,1256.0,Square Feet,10018.8,Square Feet,293200.0,27.978588,-80.642555,0.0,18.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/870-Altura-Ave-SE-Palm-Bay-FL-32909/104071151_zpid/,252450.0,53787.0,1813.0,5.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,2724.0,False,230.89171974522293,4.0,1.3
1154,104085639,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-15,152,0,285990.0,466 Garfield St SW,32908,2023,2.0,3.0,1552.0,Square Feet,10018.8,Square Feet,289100.0,27.96378,-80.68298,0.0,3.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/466-Garfield-St-SW-Palm-Bay-FL-32908/104085639_zpid/,22000.0,53787.0,1994.0,6.0,10.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,379.0,False,184.27190721649484,7.0,1.0
1155,43376493,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,285000.0,512 Canaveral Ave,32796,1930,2.0,3.0,1850.0,Square Feet,6969.6,Square Feet,288200.0,28.609825,-80.81214,0.0,16.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/512-Canaveral-Ave-Titusville-FL-32796/43376493_zpid/,54720.0,7433.0,2117.0,29.0,7.0,6.701,6.014,6.867,1.0,True,False,False,False,True,False,False,False,False,855.0,False,154.05405405405406,5.0,2.9
1156,43382924,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,260000.0,1740 Nassau St,32780,1964,2.0,3.0,1361.0,Square Feet,7840.8,Square Feet,262900.0,28.566101,-80.82129,0.0,9.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1740-Nassau-St-Titusville-FL-32780/43382924_zpid/,172970.0,7433.0,1825.0,7.0,7.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,372.0,False,191.03600293901542,6.0,0.3
1157,43468862,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,268000.0,2435 Sadler Ln,32935,1961,2.0,3.0,1569.0,Square Feet,6098.4,Square Feet,271000.0,28.1288,-80.661964,0.0,16.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2435-Sadler-Ln-Melbourne-FL-32935/43468862_zpid/,205000.0,19307.0,1999.0,12.0,6.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,1466.0,False,170.80943275971956,4.0,0.9
1158,43470777,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,270000.0,533 Clarke Ave,32935,1965,2.0,3.0,1296.0,Square Feet,6969.6,Square Feet,273000.0,28.115574,-80.658615,0.0,13.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/533-Clarke-Ave-Melbourne-FL-32935/43470777_zpid/,197970.0,19307.0,2003.0,7.0,7.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,1766.0,False,208.33333333333334,6.0,1.4
1159,43471153,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,287000.0,1860 Fillmore Ave,32935,1958,2.0,3.0,1080.0,Square Feet,8712.0,Square Feet,290200.0,28.12777,-80.651245,0.0,2.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1860-Fillmore-Ave-Melbourne-FL-32935/43471153_zpid/,182370.0,19307.0,1834.0,10.0,5.0,6.701,6.014,6.867,1.0,True,False,False,False,True,False,False,False,False,2679.0,False,265.74074074074076,4.0,0.4
1160,43510270,SINGLE_FAMILY,PENDING,2023-09-14,92,0,289900.0,786 Hartford Ave SW,32908,1989,2.0,3.0,1352.0,Square Feet,10454.4,Square Feet,279100.0,27.981249,-80.68396,57.0,851.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/786-Hartford-Ave-SW-Palm-Bay-FL-32908/43510270_zpid/,200460.0,53787.0,1877.0,6.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,590.0,False,214.42307692307693,6.0,0.9
1161,54617637,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,284250.0,2566 Spence Dr NE,32905,1952,3.0,3.0,1100.0,Square Feet,9583.2,Square Feet,287400.0,28.06051,-80.594696,0.0,7.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2566-Spence-Dr-NE-Palm-Bay-FL-32905/54617637_zpid/,122370.0,53787.0,1749.0,11.0,20.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,1609.0,False,258.40909090909093,3.0,0.6
1162,104077672,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,284990.0,427 Olmsted St SW,32908,2023,2.0,3.0,1552.0,Square Feet,10018.8,Square Feet,288200.0,27.963436,-80.681755,0.0,1.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/427-Olmsted-St-SW-Palm-Bay-FL-32908/104077672_zpid/,22000.0,53787.0,1994.0,6.0,10.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,379.0,False,183.62757731958763,7.0,0.9
1163,104087499,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-14,153,0,272990.0,172 Watoga Ave SW,32908,2023,2.0,3.0,1284.0,Square Feet,10018.8,Square Feet,276000.0,27.997732,-80.70514,0.0,5.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/172-Watoga-Ave-SW-Palm-Bay-FL-32908/104087499_zpid/,22000.0,53787.0,1933.0,16.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,True,False,379.0,False,212.60903426791276,6.0,0.9
1164,43394671,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-13,31,0,280000.0,5977 Rena Ave,32927,1986,2.0,3.0,1342.0,Square Feet,10018.8,Square Feet,280000.0,28.463276,-80.801125,21.0,593.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/5977-Rena-Ave-Cocoa-FL-32927/43394671_zpid/,225310.0,10889.0,2096.0,6.0,11.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,1938.0,False,208.64381520119224,5.0,0.2
1165,43440575,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-13,154,0,275000.0,970 Mayflower Ave,32940,1990,2.0,3.0,1722.0,Square Feet,9147.6,Square Feet,278100.0,28.246246,-80.70751,0.0,4.0,False,0.0,False,True,Single Family Residence,www.zillow.com/homedetails/970-Mayflower-Ave-Melbourne-FL-32940/43440575_zpid/,281150.0,19307.0,2429.0,14.0,12.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,True,False,3479.0,True,159.69802555168408,8.0,2.0
1166,104083668,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-13,154,0,287990.0,748 Lavender St SE,32909,2023,2.0,3.0,1449.0,Square Feet,10018.8,Square Feet,291200.0,27.920717,-80.6517,0.0,7.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/748-Lavender-St-SE-Palm-Bay-FL-32909/104083668_zpid/,25000.0,53787.0,1965.0,17.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,435.0,False,198.75086266390613,7.0,2.0
1167,43375600,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-12,155,0,270000.0,3314 Elder St,32796,1961,2.0,4.0,1296.0,Square Feet,8276.4,Square Feet,249600.0,28.620558,-80.8449,0.0,15.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3314-Elder-St-Titusville-FL-32796/43375600_zpid/,137270.0,7433.0,1794.0,11.0,5.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,True,False,1662.0,False,208.33333333333334,3.0,1.1
1168,43450848,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-12,155,0,275000.0,4418 Eleanor Dr,32935,1959,3.0,3.0,1080.0,Square Feet,7405.2,Square Feet,278100.0,28.178673,-80.65941,1.0,39.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/4418-Eleanor-Dr-Melbourne-FL-32935/43450848_zpid/,174950.0,19307.0,1800.0,11.0,5.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,2878.0,False,254.62962962962962,6.0,2.5
1169,43502687,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-12,155,0,295000.0,721 Delmonico St NE,32907,1997,2.0,3.0,1638.0,Square Feet,10018.8,Square Feet,298300.0,28.005741,-80.651985,0.0,4.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/721-Delmonico-St-NE-Palm-Bay-FL-32907/43502687_zpid/,257480.0,53787.0,1994.0,8.0,10.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,1048.0,False,180.0976800976801,4.0,1.1
1170,43505194,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-12,155,0,280000.0,1734 Glenwood St NE,32907,1972,2.0,3.0,1436.0,Square Feet,10018.8,Square Feet,283100.0,28.006046,-80.62029,0.0,17.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1734-Glenwood-St-NE-Palm-Bay-FL-32907/43505194_zpid/,194640.0,53787.0,1965.0,15.0,10.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,True,False,681.0,True,194.98607242339833,6.0,2.9
1171,43425050,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-11,156,0,252000.0,65 Moore Ave,32952,1958,1.0,3.0,1152.0,Square Feet,7405.2,Square Feet,254800.0,28.342972,-80.69935,0.0,7.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/65-Moore-Ave-Merritt-Island-FL-32952/43425050_zpid/,198970.0,39760.0,1794.0,10.0,8.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,2731.0,False,218.75,8.0,1.0
1172,43499684,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-11,156,0,300000.0,1042 Hampshire Ave NE,32905,1979,2.0,3.0,1386.0,Square Feet,10018.0,Square Feet,303400.0,28.024073,-80.63814,0.0,8.0,False,0.0,False,False,nan,www.zillow.com/homedetails/1042-Hampshire-Ave-NE-Palm-Bay-FL-32905/43499684_zpid/,236520.0,53787.0,1749.0,13.0,6.0,6.701,6.014,6.867,0.0,False,True,False,False,False,False,False,False,False,658.0,False,216.45021645021646,4.0,2.1
1173,43416053,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-09,158,0,275000.0,293 S Lauren Ct,32952,1963,2.0,3.0,1434.0,Square Feet,13939.0,Square Feet,278200.0,28.352116,-80.69747,0.0,5.0,False,0.0,False,False,nan,www.zillow.com/homedetails/293-S-Lauren-Ct-Merritt-Island-FL-32952/43416053_zpid/,227870.0,39760.0,2199.0,21.0,11.0,6.701,6.014,6.867,0.0,False,False,False,False,False,False,False,False,False,2212.0,False,191.77126917712692,8.0,1.4
1174,43374098,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,262900.0,1680 Privateer Dr,32796,1984,3.0,3.0,1357.0,Square Feet,6969.6,Square Feet,265900.0,28.643326,-80.856384,0.0,11.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1680-Privateer-Dr-Titusville-FL-32796/43374098_zpid/,170600.0,7433.0,1813.0,8.0,8.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,2697.0,False,193.7361827560796,3.0,0.6
1175,43392999,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,285000.0,5510 Holden Rd,32927,1989,2.0,2.0,1394.0,Square Feet,10454.4,Square Feet,288300.0,28.465368,-80.81541,0.0,4.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/5510-Holden-Rd-Cocoa-FL-32927/43392999_zpid/,200410.0,10889.0,2114.0,5.0,14.0,6.701,6.014,6.867,1.0,True,False,False,False,True,False,False,False,False,1828.0,False,204.44763271162122,5.0,0.9
1176,43440568,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,299900.0,1121 Continental Ave,32940,1989,3.0,4.0,2432.0,Square Feet,9147.6,Square Feet,303400.0,28.247194,-80.71268,0.0,9.0,False,0.0,False,True,Single Family Residence,www.zillow.com/homedetails/1121-Continental-Ave-Melbourne-FL-32940/43440568_zpid/,320360.0,19307.0,3028.0,27.0,16.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,True,False,2623.0,True,123.31414473684211,8.0,1.9
1177,43505178,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,285000.0,1870 Glenwood St NE,32907,1979,2.0,3.0,1415.0,Square Feet,10018.8,Square Feet,288300.0,28.005987,-80.616875,0.0,10.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1870-Glenwood-St-NE-Palm-Bay-FL-32907/43505178_zpid/,246140.0,53787.0,1949.0,15.0,10.0,6.701,6.014,6.867,2.0,True,False,False,False,True,True,False,False,False,2442.0,False,201.41342756183747,6.0,2.9
1178,43516568,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,290000.0,1451 Eldron Blvd SE,32909,1989,2.0,3.0,1565.0,Square Feet,10018.8,Square Feet,293300.0,27.961246,-80.660675,0.0,13.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1451-Eldron-Blvd-SE-Palm-Bay-FL-32909/43516568_zpid/,236460.0,53787.0,1900.0,5.0,6.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,211.0,False,185.30351437699682,4.0,1.2
1179,43518674,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,295000.0,2911 Toulon Rd SE,32909,1997,2.0,3.0,1414.0,Square Feet,11325.6,Square Feet,294600.0,27.921667,-80.63137,1.0,3.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2911-Toulon-Rd-SE-Palm-Bay-FL-32909/43518674_zpid/,204500.0,53787.0,1934.0,17.0,6.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,3152.0,False,208.62800565770863,6.0,1.0
1180,104096805,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-08,159,0,300000.0,835 Kenilworth Ct,32780,2023,2.0,3.0,1600.0,Square Feet,8712.0,Square Feet,303500.0,28.597519,-80.81111,0.0,16.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/835-Kenilworth-Ct-Titusville-FL-32780/104096805_zpid/,8000.0,7433.0,1984.0,18.0,10.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,True,False,142.0,False,187.5,4.0,2.0
1181,43377617,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-07,160,0,290000.0,2741 Sherwood Dr,32796,1963,2.0,3.0,1392.0,Square Feet,9583.2,Square Feet,293400.0,28.6059,-80.83789,0.0,5.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2741-Sherwood-Dr-Titusville-FL-32796/43377617_zpid/,229200.0,7433.0,1766.0,9.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,2392.0,False,208.33333333333334,3.0,2.2
1182,43380872,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-07,160,0,285000.0,3045 Barna Ave,32780,1971,2.0,3.0,1288.0,Square Feet,8276.4,Square Feet,288300.0,28.581507,-80.81826,0.0,8.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/3045-Barna-Ave-Titusville-FL-32780/43380872_zpid/,180550.0,7433.0,1870.0,5.0,8.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,True,False,1337.0,False,221.27329192546583,6.0,0.8
1183,43469815,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-07,160,0,258500.0,2680 Andrews Ave,32935,1963,2.0,3.0,1471.0,Square Feet,7840.8,Square Feet,261500.0,28.124783,-80.666565,0.0,16.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2680-Andrews-Ave-Melbourne-FL-32935/43469815_zpid/,219330.0,19307.0,1999.0,15.0,5.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,3151.0,False,175.73079537729436,4.0,1.3
1184,43461829,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-06,161,0,285000.0,2437 Wolf Creek Dr,32935,1997,2.0,3.0,1444.0,Square Feet,7840.0,Square Feet,288300.0,28.144844,-80.66458,0.0,7.0,False,0.0,False,False,nan,www.zillow.com/homedetails/2437-Wolf-Creek-Dr-Melbourne-FL-32935/43461829_zpid/,270830.0,19307.0,2194.0,9.0,9.0,6.701,6.014,6.867,0.0,False,True,False,False,False,False,False,False,False,1253.0,False,197.3684210526316,4.0,0.7
1185,43468459,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-06,161,0,279000.0,2600 Larry Ct,32935,1962,2.0,3.0,1328.0,Square Feet,8276.0,Square Feet,282300.0,28.131397,-80.66504,0.0,21.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2600-Larry-Ct-Melbourne-FL-32935/43468459_zpid/,192170.0,19307.0,1914.0,8.0,5.0,6.701,6.014,6.867,0.0,False,False,False,False,False,False,False,False,False,3310.0,False,210.09036144578315,4.0,1.0
1186,43376806,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-05,162,0,268000.0,315 York Ave,32796,1992,2.0,2.0,1206.0,Square Feet,12632.4,Square Feet,271200.0,28.612259,-80.82841,1.0,9.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/315-York-Ave-Titusville-FL-32796/43376806_zpid/,212510.0,7433.0,1749.0,14.0,9.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,True,False,1217.0,False,222.22222222222223,3.0,2.1
1187,43468921,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-05,162,0,280000.0,1474 Rosemary Dr,32935,1961,2.0,4.0,1478.0,Square Feet,6534.0,Square Feet,284200.0,28.130846,-80.6615,0.0,11.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1474-Rosemary-Dr-Melbourne-FL-32935/43468921_zpid/,84190.0,19307.0,1999.0,15.0,5.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,1369.0,False,189.4451962110961,4.0,0.8
1188,43481946,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-05,162,0,300000.0,1125 Porter Ave NW,32907,1986,2.0,3.0,1480.0,Square Feet,10018.8,Square Feet,303500.0,28.025896,-80.70214,0.0,8.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1125-Porter-Ave-NW-Palm-Bay-FL-32907/43481946_zpid/,242120.0,53787.0,1992.0,11.0,8.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,3653.0,False,202.7027027027027,3.0,2.9
1189,104132843,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-05,162,0,290500.0,1511 Hayworth Cir NW,32907,2023,2.0,4.0,1851.0,Square Feet,10018.0,Square Feet,290500.0,28.01063,-80.7141,0.0,2.0,False,0.0,False,False,nan,www.zillow.com/homedetails/1511-Hayworth-Cir-NW-Palm-Bay-FL-32907/104132843_zpid/,34000.0,53787.0,1975.0,5.0,6.0,6.701,6.014,6.867,0.0,False,False,False,False,False,False,False,False,False,720.0,False,156.94219340896814,6.0,1.9
1190,43375337,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,288000.0,2924 Holly St,32796,1964,2.0,3.0,1610.0,Square Feet,9147.6,Square Feet,291500.0,28.623125,-80.84189,0.0,7.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/2924-Holly-St-Titusville-FL-32796/43375337_zpid/,224710.0,7433.0,1999.0,10.0,8.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,4140.0,False,178.88198757763976,3.0,1.0
1191,43416126,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,275000.0,110 Teresa Ln,32952,1963,3.0,3.0,1832.0,Square Feet,10890.0,Square Feet,278300.0,28.34701,-80.70284,0.0,8.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/110-Teresa-Ln-Merritt-Island-FL-32952/43416126_zpid/,298100.0,39760.0,2463.0,16.0,16.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,3687.0,False,150.10917030567686,8.0,1.4
1192,43481438,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,300000.0,377 Emerson Dr NW,32907,1986,2.0,3.0,1858.0,Square Feet,13068.0,Square Feet,303600.0,28.032455,-80.67556,0.0,8.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/377-Emerson-Dr-NW-Palm-Bay-FL-32907/43481438_zpid/,262230.0,53787.0,2180.0,16.0,7.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,4002.0,False,161.46393972012916,5.0,1.1
1193,43483299,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,270000.0,1312 Giralda Cir NW,32907,1989,2.0,3.0,1116.0,Square Feet,12196.799999999996,Square Feet,273300.0,28.02297,-80.71203,0.0,5.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1312-Giralda-Cir-NW-Palm-Bay-FL-32907/43483299_zpid/,208720.0,53787.0,1734.0,6.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,1214.0,False,241.93548387096774,5.0,0.6
1194,43511572,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,289000.0,1170 Emerald Rd SE,32909,1982,2.0,3.0,1532.0,Square Feet,10018.8,Square Feet,292700.0,27.993244,-80.63947,0.0,6.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1170-Emerald-Rd-SE-Palm-Bay-FL-32909/43511572_zpid/,233970.0,53787.0,1814.0,10.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,2838.0,False,188.64229765013056,4.0,1.2
1195,43516511,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,295000.0,1382 Buffing Cir SE,32909,1993,2.0,3.0,1595.0,Square Feet,10018.8,Square Feet,298700.0,27.962461,-80.65593,0.0,6.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/1382-Buffing-Cir-SE-Palm-Bay-FL-32909/43516511_zpid/,271530.0,53787.0,1855.0,7.0,5.0,6.701,6.014,6.867,2.0,True,False,False,False,True,False,False,False,False,840.0,False,184.95297805642633,4.0,1.2
1196,54605549,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,295000.0,483 Nancie Ave,32952,1962,2.0,4.0,1260.0,Square Feet,7405.2,Square Feet,298700.0,28.347822,-80.69695,0.0,10.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/483-Nancie-Ave-Merritt-Island-FL-32952/54605549_zpid/,207260.0,39760.0,2100.0,11.0,10.0,6.701,6.014,6.867,0.0,True,False,False,False,False,False,False,False,False,2449.0,False,234.12698412698413,8.0,1.2
1197,338574845,SINGLE_FAMILY,RECENTLY_SOLD,2023-09-01,166,0,289212.0,527 Lenore Ave,32796,2023,2.0,3.0,1199.0,Square Feet,6534.0,Square Feet,292800.0,28.621214,-80.82192,1.0,4.0,False,0.0,False,False,Single Family Residence,www.zillow.com/homedetails/527-Lenore-Ave-Titusville-FL-32796/338574845_zpid/,14700.0,7433.0,1826.0,11.0,10.0,6.701,6.014,6.867,1.0,True,False,False,False,True,False,False,True,False,188.0,False,241.21100917431193,5.0,2.0
